dataset,split,text,label,multilabel
n,test,"Why do Trump supporters, especially farmers, think that he is a good businessman. Every business went bankrupt, every contractor didn’t get paid, he bankrupt Atlantic City. He has no idea how economics works. He was nothing but a game show host. #FuckTrump",0,
n,test,Is this the cricket world cup or swimming world cup?    #ShameOnICC #CWC19 http,0,
n,test,Anyone noticed where England matches are scheduled there is no rain..surprisingly doubtful🤔🤔  #ShameOnICC  #ICCWorldCup2019  #ENGvWI http,0,
n,test,"Shree #NarendraModi  do some something for this kind of activity happened in our society. You can only person, jo en #Rapist ke against #Law bna sakte ho aap  Plz #JusticeForTwinkleSharma   Plz #JusticeForEveryoneWhoGotRaped",0,
n,test,Oh geez. @user please ban this man. He doesn’t deserve an account. #murderer http,0,
n,train,@user WE do not believe YOU.     #TrumpLies     #TrumpIsATraitor     #TrumpIsAFraud    #TrumpIsAMoron http,0,
n,test,#DhoniKeepTheGlove  @user @user   I think your busy enough to note glove than a important thing.#DhoniKeepsTheGlove http,0,
n,test,Team #USMNT will have a good soccer team when all the Mexican Americans join there team #fucktrump,0,
n,test,@user How does the voting public Not see your failure to Impeach as more Democratic timidity and abdication of duty? #ImpeachNow #TrumpsAnInternationalDisgrace #TrumpIsATraitor,0,
n,test,A billion people waited for four years to watch how it rains in England.   #ShameOnICC .,0,
n,test,"I've lived to see justice, in all its forms and formulations, served.  The TRUTH wins out in the end.  Look who's suffering and in a self-made hell now!  Nothing it touches will be the same.  Nothing!!  #dirtyniggr #nakeddeparture #murderer #monster #terrorist #markbathompson",0,
n,test,"@user What is more dividing:  the huge gap between the rich and the poor in the UK  http    or whether people can/can't rely on teleconferencing from home?    In any case, the EU is investing is superfast broadband.    #BorisJohnsonShouldNotBePM",0,
n,train,#Trump #IndictTrump #LockHimUp #FuckTrump #Progressive #Dems #ReSisters #Resistance #Resist #TraitorTrump #TrumpTreason #TrumpTraitor #PutinsPuppet #JailTrump #TrumpRussia #NotMyPresident #NoTrump  Love the #crazy!  Keep up the good work.  #Trump2020!  Hey Baby!   @user,0,
n,train,Well planned swimming world cup 👍🏻👍🏻keep planning the same #ShameOnIcc,0,
n,train,@user Why u r not supporting @user ??   Leave world cup it's not important than our armed forces     #DhoniKeepsTheGlove #DhoniKeepTheGloves  #DhoniKeSaathDesh,0,
n,test,A small note to all sensible people around..👇🏻  Understand them.. Help them.. Save them.. Save Humanity..  #Savethedoctors #DoctorsFightBack #SaveBengal http,0,
n,test,"Around 700 Doctors have Resigned.     Meanwhile, @user is busy deciding the Next Appeasement Scheme for Rohingyas in Bengal.    #DoctorsFightBack #DoctorStrike",0,
n,test,@user This is a Trump-made war to keep him in office! #FUCKTRUMP,0,
n,test,Fact Two  @user award winning author of four books. The Places In Between was a New York Times best-seller and #rorystewart is an award winning documentary film maker  #Boris Johnson writes moderately received book on Churchill    #roryforleader #BorisJohnsonShouldNotBePM,0,
n,test,House Intel Committee Drops WH Nuke Sure To Send #Trump Into Seizure #TrumpIsATraitor #VoteBlue2020  http,0,
n,test,"@user you screwed up both the education and the justice system and now you want to replace Vat? . You have no idea the implications of the financial cost, not only on purchases but the whole accounting system. #MichaelGove #dickhead",0,
n,test,Surgeon Simulator- Bobs Getting His Brain Ripped Out  #fail #surgeonsimulator #surgeon #simulator #gaming #youtube #youtubegaming #murderer #quarkgames #pcgaming #indie #indiegame #LetsPlay #brain #funny #Complete  #epic #brainhealth   http,0,
n,train,Hear @user Take Aim at @user on New Song ‘#ArrestThePresident’ http via @user #FuckTrump,0,
n,test,"@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Thanks Pam! Following all, now follow back resisters!  #MarchAgainstFascism   #FuckTrump",0,
n,test,The notion that doctors are equivalent to God had hurt us(#Doctors) the most till now.people and media should avoid such notion #standwithNRS #DoctorsFightBack #DoctorsUnderOppression,0,
n,test,@user HA HA HA HA cos the US knows no violence!!!! 😂😂😂😂🤣🤣🤣🤣 Fix ur own problems first. #dickhead,0,
n,test,"For the first time a potential leader that I actually believe in, @user come across honest and truthful. We need this gentleman as our PM #Leadersdebate #teamrory #BorisJohnsonShouldNotBePM",0,
n,test,"@user CMON DON, THE TRUMPERRHOIDS HAVE TO GO TO WORK...SQUEEZE OUT A COUPLE FOR US    TRUMPERRHOIDS NEED THEIR DAILY LOAD FROM THE BIG TWEET SQUATTER  #REALDONALDTRUMP #FUCKTRUMP #TRUMP2020 http",0,
n,train,"@user @user I think icc full supporting to England to go semi finals and win the World Cup, because no rain in England match's     You can do anything but England is not going to win World Cup 🙉🙉    #ShameOnICC",0,
n,test,@user @user Military is not a #brand madam of which #Dhoni is becoming an #ambassador.  So try to think before saying.  Thankyou.  #DhoniKeepTheGlove   #CabinetAnnouncement2019 #Brands #Dhoom4 #DhoniKeSaathDesh @user @user @user @user #AirForce #DhoniKeepsTheGlove,0,
n,test,@user Mamta is doing wrong. But where was IMA when there were incidents of Dr. assaults in different states? Here is a list: #DoctorsFightBack #DoctorsStrike #DoctorStrike #DoctorsProtest     http,0,
n,test,@user #DoctorsFightBack  #DidiDividesIndia    No Wonder Junior Doctors &amp; even Interns of Bengal Hospitals SKIP cM's call for meeting and refuses to meet the cm.,0,
n,test,How many overalls are TOO many overalls? Oh #LIMITLESS you say? Limitless amounts of overalls?!  Cool. I’ll take ‘em. #overalls #summeruniform And just for the hell of it: still: #fucktrump http,0,
n,test,"Geez, are we making up excuses to attack Iran?  A war would raise Trumps approval ratings just in time for the 2020 election. #FuckTrump",0,
n,test,Look @ d sun ☀ shine during #ENGvsWI  Match. It's a total conspiracy against all other team.  #England choose their venue where #Rain chances r Zero. How come eng never faced Rain?  CBI shud intervene n investigate against #ICCCricketWorldCup2019  #ShameOnICC http,0,
n,train,#ShameOnICC     1. ICC on Dhoni's gloves                   Vs  2. ICC planning the World Cup    Agree-#Retweet    #CWC19 #NBAFinals #FridayMotivation #INDvNZ     @user @user @user @user http,0,
n,test,Many people are saying that there’s no secret deal with Mexico. WRONG! Another fake news story. I have the proof right here.  #Resist #fucktrump http,0,
n,test,I can never make it more than 10 minutes into #GhostAdventures before #douchebag levels peak and my eyes roll out of my head.   How are there so many seasons of this horseshit? 👻🙄,0,
n,test,"Who are you?  OUTSIDER.  Who are we?   OUTSIDER.  Who are they?  OUTSIDER.    Outsiders, Outsiders, Outsiders........O@&amp;%*^    #DoctorsFightBack #DoctorsProtest http",0,
n,test,"@user @user #BreakingNews #HappeningNow #acrossthecountry:    While some are using Trump's 73rd birthday to celebrate John McCain, #mostAmericans are hoping the #WorstPresidentEver celebrates next year with a #cupcake on his #federalprison #cafeteriatray.  🧁  #FuckTrump!  http http",0,
n,test,"More power to you , Bengaluru doctors , for standing in solidarity with your fellow brethren in West Bengal! 👍  #DoctorsFightBack http",0,
n,train,@user @user Look how many medals John McCain got for serving our country. Trump didn't get any because he's a #DraftDodge.   #JohnMcCainDayJune14   #JohnMcCainDay   #TrumpIsATraitor http,0,
n,test,@user Happy #JohnMcCainDayJune14   #FuckTrump,0,
n,test,#JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay    Finally ....  #FuckTrump,0,
n,test,Hail in the clown king #BorisJohnsonShouldNotBePM #Hatefield http http,0,
n,train,@user Hey Beto shut the front door Robert Francis O’Rourke  conMan #DoucheBag,0,
n,test,@user @user Here is the lady in Dehradun running pillar to post for justice. The criminal lawyer stole her cheque book &amp; forged her signature and later charged her only with sec. 138. He has also thrown out the lady from her own home in false case. He's a #Rapist too    http,0,
n,test,Lots of support for @user in downtown Indianapolis. #FuckTrump http,0,
n,test,"Hilex 8+1 Extension cord with 3.6M Wire, Fuse &amp; Spark Suppressor  @ Rs.204 (mrp-350)    http    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll",0,
n,train,"Medical services were hit across the country as the #DoctorsStrike spread across the country including Delhi, Pune, Nagpur, Hyderabad and Bhubaneshwar.     Details here: http      #SaveBengal #DoctorsFightBack http",0,
n,test,#Classic 🤦🏽‍♂️  Meanwhile back on earth.....  for the love of #likes  #DiCkhead http,0,
n,test,"@user You don't believe in polls, remember?    #SenileAF #StableGenius #racist #rapist #pervert #treason #Resist #UnstablePresident #25thAmendmentNow",0,
n,test,@user  why are you insulting our nations pride❓    @user   #DhoniKeepsTheGlove,0,
n,train,@user Yes I care as this speaks to his character.  Just like so many things about him #BorisJohnsonShouldNotBePM,0,
n,test,"http  Not assuring the security and safety to professionals in the state capital as Chief Minister,  you are losing your core population in the Kolkata metropolitan.   Ruling capabilities are questionable and reminds of Lalu-Rabri era of Bihar. #DoctorsFightBack",0,
n,train,#ShameOnICC #INDvPAK  #maukamauka #INDvNZ #CWC19 @user #CricketKaCrown @user @user #ENGvWI  it's time to remind this epic ad @user @user @user @user  @user http,0,
n,test,Chipotle could raise burrito prices to cover cost of Trump's tariffs - 😂😂😂 No Tarrif needed #chipotle. Nice try though. #douchebag  http,0,
n,test,"@user @user @user You don't worry Sir, India is playing Cricket with  @user and with in next five years we will play with #Balochistan . @user ji hey na #ModiheythoMumkinhey bas barosa karke shanth rahiye abi tho @user ji bhi hey, 4 tukde honge #terroristNationPakistan",0,
n,test,"@user Yes he is going to fought war against the world top teams (we consider this as Mahabarath) , yes we admit that he is in England for playing cricket, this shows his patriotism toward the Indian army.  Is this isn't the huge issue #DhoniKeepsTheGlove",0,
n,test,"@user @user And for those who have read the article, and those who will, don't think the perversion of #ColinDiamond ends there.    I have a lot more non-public information about him, that is not included in this article. #thief #criminal #underworld #murderer? #Mystify #MichaelHutchence #INXS",0,
n,test,"India is batting first,so we all have to wait till evening to see if Dhoni wears same gloves with insighnia!! #😙MSD #BalidanBadge   #DhoniKeepsTheGlove",0,
n,test,#TrumpLapDog @user get's owned on @user &amp; spews nothing but baseless talking point #TrumpLies. #TrumpIsNotAboveTheLaw #TrumpIsATraitor #ImpeachTrump #GOPTraitors #ComplicitGOP #EnemiesOfThePeople #EnemiesOfDemocracy #Vote2020 #Vote2022 #Vote2024 http,0,
n,test,"@user @user Law and order of the state has blown up like anything; medical services is completely disturbed, doctors who are our life savers are suffering like anything. Thanks to CM and its party. Don't play dirty politics with doctors. #nopoliticswithdoctors #DoctorsFightBack",0,
n,test,@user @user @user Yeah that will help you. Let's get some More lies on tape.  #TrumpIsADisgrace   #TrumpIsNotAboveTheLaw   #TrumpIsATraitor   #TrumpIsAFraud   #TrumpIsAMoron   #TrumpIsTheEnemyOfThePeople   #TrumpIsARacist   #TrumpIsANationalSecurityThreat   #TrumpIsACriminal,0,
n,test,The State has no doctors. Doctors have no state.    877 resignations    #DoctorsFightBack #DoctorStrike #DoctorsProtest #India #health #WestBengal #NRSMCH     http,0,
n,test,@user please raise your voice against the same who people who saved you in multiple occasions !!  Doctors their diagnosis and prompt treatment....    #DoctorsFightBack   #NRSMCH #DoctorsProtest   #paribaha,0,
n,test,"Here is a question for the #Evil “Judge” in #Alabama, who gave visitation rights to a #Rapist and #Pedophile, allowing him to see his children http",0,
n,test,this is eerily similar to how the Vietnam War started #fucktrump http,0,
n,test,#DoctorsFightBack May be cm @user will start treating patients herself 🤷🏻‍♀️🤔.Shameful of behaviour of people and politicians toward doctor.#standwithNRS #save http,0,
n,test,#Pakistan #Islam #Muslim #blessed #RestoreAmnestyIntInIOK  #INDvPAK #ShameOnICC #Sudan    Blessing Your Timeline.. ⛈❤🌸 http,0,
n,test,Click &amp; Read: Crotch Rocket #Tool [poetry] http #crotchrocket #douchebag #funny #poetry #streetbike,0,
n,test,"Now, this is #TwitterWorld? IS just #SICKENING ... We don't NEED A #Murderer here in #twitterworld! http",0,
n,test,@user For all the good women who have wonderful fathers BLOCK THIS #RAPIST @user,0,
n,test,@user We have our favorites. That said.....  #VoteBlueToSaveAmerica   #TrumpIsTheEnemyOfThePeople   #TrumpIsATraitor   #VoteBlue #ResistanceUnited,0,
n,test,What about #DhoniKeepsTheGlove #BalidaanBadge kya Dhoni is match me istemal karengay?#sachinopenagain @user @user @user @user @user,0,
n,test,@user #FuckBiden #FuckTrump     We need a progressive to beat Trump!,0,
n,train,@user @user Not just a joke in America #TrumpIsATraitor,0,
n,test,"#WorldBloodDonorDay is being observed today across the globe to mark the birth anniversary of #KarlLandsteiner.    - 1st celebrated in 2004.  - Slogan for the campaign is 'Safe blood for all'.  - #Rwanda is the host country for #WorldBloodDonorDay2019.    Plz #Retweet🔃It, #ShameOnICC http",0,
n,test,@user Trump trying to take us to another war! #fucktrump #maga #magaidiotsareidiots #FalseFlag #trumpdistractons #trumpsucks,0,
n,test,#terroristNationPakistan loses another match haha 😂,0,
n,test,#ShameOnICC #INDvPAK #PAKvIND   Let's hope the Rain doesn't spoil this. http,0,
n,test,"This is first time, instead of coming to help, an elected Govt is threatening Drs.  Getting killed by mob shouldn't be occupational Hazard for Drs. #SaveBengal  #Savethedoctors #DoctorsFightBack #DoctorsProtest Workplace #safety is a must for all occupations.",0,
n,test,We stand with dhoni infact India stand with him. #DhoniKeepsTheGlove http,0,
n,test,"#Trump #TrumpIsATraitor #ImpeachTrumpNow ⁦@realDonaldTrump⁩  #TrumpLiesMatter #TrumpLies #TrumpIran     As Trump Accuses Iran, He Has One Problem: His Own Credibility - The New York Times http",0,
n,test,"@user If there are no playoffs, due to age, what is the harm? #douchebag",0,
n,test,@user Is #Douchebag a @user term?  Because so many of  you are.,0,
n,train,"Most relevant cartoon of the year !    #rapist #bishop Bishop Franco Mullackal, #kerala http",0,
n,test,@user Happy #JohhMcCainDay! #TrumpIsATraitor,0,
n,test,@user Oh no!! Who will you find to lie for you so effortlessly? Will the new person do their job for which they’re paid and hold press briefings more than twice a year? #TrumpLies #TrumpsWorseThanNixon #DesperateDonald #FuckTrump #ByeFelicia,0,
n,train,ICC or I See See OR I don't see #CWC19 #ShameOnICC what an awesome way of spoiling such an important tournament! you rock!,0,
n,train,"@user @user did you mean *too* instead of *to*?..  C'mon Mister America, do you not know the difference between *too and *to?  #fucktrump  #fuckyocouch",0,
n,test,Dirty city.Dengue.  Child dies in hospital.  Let's hit doctors.  Dirty air.   Asthma.  Patient dies in hospital   Let's hit doctors.  We r those who will never question Municipality !   Let's hit doctors  #doctors_against_assualt  #DoctorsFightBack,0,
n,train,"Boris Johnson is really liked by some people but REALLY despised by many more. If he becomes prime minister (due to the fantasies of 100,000 old white men) then the government will fall and the UK thrown into chaos     #bbcqt    #BorisJohnsonShouldNotBePM http",0,
n,test,This number goes up EVERYDAY and the Dems still refuse to do anything about it. #trump #TrumpIsATraitor #GOP #MAGA @user @user http,0,
n,test,"#NewIndia में कमजोर @user मंजुर नहीं. @user  sir, please do something ??? It’s matter of Indian pride #BalidaanBadge #DhoniKeepsTheGlove @user @user @user @user",0,
n,test,Can doctors go on strike after their working hours ? Little children &amp; helpless patients are dying. #doyourduty #DoctorsProtest  #DoctorsFightBack,0,
n,test,@user When are we ready to admit we done with tolerating @user #fucktrump,0,
n,test,"#DoctorsFightBack  #17JuneKabirBhandara  👇👇👇  World's Biggest Bhandara a massive blood donation drive pledges of whole body donation,Dowry free &amp;inter-cast will be held on 17th june 2019. http",0,
n,train,@user A REAL #Potus44 who worked for ALL Americans.    #FuckTrump http,0,
n,test,Erin Burnett calls out Fox News for baseless Biden claim #Resist #ResistTrump #FuckTrump http,0,
n,test,Opinion: Kavanaugh wants us to know he's won #Resist #ResistTrump #FuckTrump http,0,
n,test,"It's becoming increasingly difficult to live, live healthily in #WestBengal #DoctorsFightBack #DoctorsStrike #SaveBengal http",0,
n,test,@user @user Hey wypipo here’s another one of yours you let loose #Sheriff #Louisiana #childmolester #rapist #blacktwitter http,0,
n,test,#ShameOnICC Please give some rain to Chennai....,0,
n,train,@user If you see a Conservative Party leadership candidate fitting this description... #BorisJohnsonShouldNotBePM #PutRoryThrough http,0,
n,test,I bought like 10 things from this store just bc of the shirt alone 👌🏻 #fucktrump http,0,
n,test,If you yhink about it cricket is run by indian ppl's money and ECB is wasting it #ShameOnICC,0,
n,train,"If we all cough would you leave the office, said George Stephanopoulos.  #Trump30Hours #ImpeachTrumpNow #TrumpIsATraitor",0,
n,train,#TraitorTrump Thanks Mitch #TraitorMcConnell For Covering Up His Russia Crimes   #TrumpIsATraitor  http,0,
n,test,And my semi functional one is dying of loneliness  #BorisJohnsonShouldNotBePM #GTTO http,0,
n,train,@user @user I’m not surprised!  Maybe he doesn’t want to stick his foot in his mouth like a trump did!  #FUCKTRUMP #Fucktreason #Fuckbarr,0,
n,test,".@AfridaRahmanAli to V Srivatsa, Sr Journalist: The statement, ICC has issued, talks about how reserved days couldn’t have been made because this would make the tournament very long. Is that an argument we should accept? #ShameOnICC http",0,
n,test,Hey #doctors_against_assualt and #IMAFraud and @user @user @user @user @user @user  👇for partisan and divisive guys like you http,0,
n,test,Come to Bengal and speak whatever language you want to.  We have seen what lingual terrorism can do during the Bangladesh Independence war and divisive politics will not work .  পশ্চিমবঙ্গ ভারতের একটি অংশ।     #DoctorStrike #DoctorsFightBack     http,0,
n,train,Facebook Lawyer Says Users ‘Have No Expectation of Privacy’ #Resist #ResistTrump #FuckTrump http,0,
n,test,That’s why I’m saying give the management to @user ji he can manage anything #ShameOnICC #INDvPAK #CWC19   For full video click-https://t.co/yna7XKaysV http,0,
n,test,My Twitter is tiny so I see the algorithm at work. Tweets about food v politics v tech v LGBT issues are seen by discrete sets of followers that don't necessarily overlap. Maybe I should put #fucktrump #yummyfood #gaystuff #technerd in all my tweets to introduce everyone. 😁 http,0,
n,test,@user OBSTRUCTION!  enter it into the court records.  #JohnMcCainDay #June16th  #FathersDay #HappyFathersDay   #HappyJohnMcCainDay #DonaldJr  #TrumpFascist #TrumpForPrison  #ImpeachTrump #ImpeachDonaldTrumpNOW  #TrumpIsTheEnemyOfThePeople #TheResistance  #TrumpIsNotAboveTheLaw #TrumpIsATraitor http,0,
n,test,Future Doctors for our politicians  #DoctorsFightBack http,0,
n,train,"@user Uh trump is BEHIND in EVERY  poll an invited illegal foreign campaign interference on national television. Yes, it's all going exactly to plan. #TrumpIsATraitor",0,
n,test,#Retweet This. #MustWatch #Budget2019 #ImranHataoMulkBachao http,0,
n,test,@user @user ANTI TRUMP LASER DEFENSE SYSTEM. - A defense perimeter around my property where anyone suspected of being a MAGAT is immediately vaporized with a  high powered laser that leaves nothing behind but red and white MAGAT hat “fur”.  #fucktrump,0,
n,test,Imagine being so suited to being Prime Minister of the United Kingdom that you refuse to be scrutinised.....just think about that for a second...sounds a little crazy doesn’t it...#BorisJohnsonShouldNotBePM,0,
n,train,#Trump does a blinding flip-flop on earlier comments ...    “Trump said Friday that “of course” he would go to the #FBI or the attorney general if a foreign power offered him dirt about an opponent”    #LiarInChief   #TrumpisaTraitor   #TrumpIsADisgrace     http,0,
n,train,"@user Yea, but Hamlin always deserves a good walling.  #DoucheBag    ... &amp; everyone wants to throw Deegz a good lay ...  Go figure ...",0,
n,train,@user Suuuuuure ye have. #Dreamer #Rapist #Scumbag,0,
n,test,Surprise me...   Union only an afterthought for Johnson.    #borisjohnson #BorisJohnsonShouldNotBePM http,0,
n,train,@user could thing about the matches...   They should find a different way for cancelled matches...   Because it's not a tri or country cup..  It's a #WorldCup.  #ShameOnICC,0,
n,test,@user Is that a serious question? Bring on the #BurningRingOfFire because #FuckTrump! http,0,
n,train,@user Christopher you really do fancy yourself don’t you 😂 with a chin like that you’re easy pickings 🥊 meant to be a politician as well 🙄 very professional. #douchebag,0,
n,train,"Like most Tories, he contradicts himself all the time. He doesn’t give a crap what we think though.   May open the eyes 👀 of *some* wavering #Tory supporters though. Let’s hope so! #ToryLeadershipCandidates #notfittolead #ToryLiar #BorisJohnsonShouldNotBePM http",0,
n,test,Remember that time when @user bragged about sexually assaulting women? #TrumpIsASexualPredator #TrumpIsAMoron #TrumpIsAFraud #TrumpIsATraitor #Trump2020 #Trump2020LandslideBaby #Trump2020LandslideVictory #TrumpRussia #TrumpIsATraitor #Trump http,0,
n,test,@user sir please take the #IMAJewels #IMAFraud case to @user and hand it over to CBI plz we are counting on you 😭😭,0,
n,test,A billion Cricket fans waited four years to watch how it rains in England .    #ShameOnICC  #shameful @user @user @user @user http,0,
n,test,@user @user @user @user The GOP has been obstructing and stalling any attempt at Immigration Reform for decades. Their idea of real reform is a policy of Whites Only All POC Not Welcome Here. Building the Wall is a waste of time and money. #TrumpIsATraitor  #TrumpsWorseThanNixon,0,
n,test,#DhoniKeepsTheGlove because Dhoni is a Lt Colonel @user,0,
n,train,@user OJ SIMPSON AND BILL COSBY TAKING OVER TWITTER!!! ##Rapist #Murderer #mondaythoughts http,0,
n,test,#doctorsfightback  The asaulting patient party may have hurt  those doctors directly involved in the case. But Mamata has hurt the entire community of doctors and the society by her unmindful response.,0,
n,train,Happy #JohnMcCainDay !  #TrumpIsATraitor   #ImpeachTrumpNow http http,0,
n,train,"'As a TMC supporter, I am deeply ashamed...': Kolkata Mayor's daughter Shabba Hakim slams Mamata Banerjee alleging inaction and silence over protection of doctors. Read here  #DoctorsFightBack  http",0,
n,train,"You know what kind of man I find really attractive..? The kind of man who shouts 'Faster' at me on my bike, out of his passenger window as the driver videos me on his handheld mobile phone.     Said no woman ever.    #dickhead #spaceforcycling",0,
n,test,@user An actual presidential poll:    Sliding down a 10 foot razor blade using your balls as brakes 42%    Trump 41%    #MAGA #Trump2020 #poll #dumbasses #fucktrump,0,
n,test,"The Ordinance provides for constitution of Designated Courts in specified areas.    This Court will be headed by a judge not below the rank of district &amp; sessions judge, or additional district &amp; sessions judge.    Instead of setting up this Court why have You set up SIT in #IMAFraud?",0,
n,train,@user I am currently unfollowing anyone who I find follows him. #murderer #sickandtwisted #killer #fuckOJ,0,
n,test,Oh look Socialism!  Our farming conglomerates who will reap the majority of these benefits totally desire this upward accumulation of funds that never make it to the people! #idiotTrump #CorruptGOP #snakes #POTUSignoramus http,0,
n,test,.@BorisJohnson is using his column this morning to promise tax cuts for high earners. This would cost £9.6bn.    Never mind spending that on things like:    👉🏾Supporting the 4.5m children in poverty    👉🏾Helping the record number of families using food banks    #BorisJohnsonShouldNotBePM,0,
n,test,"#DoctorsFightBack  If you need treatment we need safety, that's only what we are demanding, &amp; those who are saying doctors charge so much, ist thing all doctors are not owners of hospital, 2nd if u feel over charged u can go to courts, 3rd we hv studied for 10+ years just to cure. http",0,
n,test,@user @user aren’t you still in jail? #murderer,0,
n,test,ur damp cricket parks not only washed out games but also dumped d morale of players n fans across the globe. #ShameOnICC,0,
n,test,Cricket World Cup 2019  Follow tillTOSS for more updates.🎤⠀    ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀  #tilltoss #fantasysports #fantasyleague #gamechangers #dream #instasport #tilltoss #fantasysports #cricketworldcup2019 #cwc2019 #ShameOnICC #INDvNZ #CWC19 #SharkFin #SLvAUS #SaturdayMotivation⠀ http,0,
n,test,@user @user Understand that #fuckTrump supporters aren't sane to begin with,0,
n,test,@user also agrees with Chowkidar @user !!!  #DhoniKeepsTheGlove ! http,0,
n,test,We don't toil for 5 yrs to get beaten up for no faults. This trend of attacking doctors should stop.#stand_with_NRS #SaveDoctors Don't forget doctors are humans too. The whole fraternity stands united.  #DoctorsFightBack   @user http,0,
n,train,#fucktrump seriously.    http,0,
n,train,Really @user this is your world cup plans. I mean you guys don't even have enough covers to protect the outfield from rains and you are focusing on the gloves of msd... #ShameOnICC,0,
n,test,@user  Good luck tonight. Please #knockout this arrogant #DOUCHEBAG @user,0,
n,test,"Feel free brother; in #India we're used 2 see the stray #dogs run after #Cars simply barking &amp; doing nothing. Moreover, the moment #car stops, these #dogs will run-away keeping their tail under their - you know what! #INDvNZ #INDvPAK #INDvsPAK #BCCI #dhonikeepstheglove #Pakistan http",0,
n,test,Watching now they see us... #fucktrump,0,
n,test,Enact strict law to protect doctors against #attacks : @user   http  #DoctorsFightBack #DoctorsProtest #DoctorsStrike #DoctorsUnderOppression #Kolkataviolence #westbengalclashes http,0,
n,train,We should not play #Pakistan on the 16th June 2019.   #Terrorists  #terroristNationPakistan  #KashmirAllOut   #PakVsIndia   #Indvspak,0,
n,test,#Texas pastor #StephenBratton who defended proposed bill criminalizing #abortions accused of #molesting teenage relative for years http #OfCourse #Rapist #Rape #BecauseWhatBetterWayToHideYourDepravityThanWithHypocrisy,0,
n,test,"Dear @user     #ICCWorldCup2019 at a glance:    Insufficient facilities in hotels for teams (Gym &amp; pools)    Insufficient practice nets, practice pitches    Tiring intercity traveling by bus    No contingency planning for rain affected matches    #ICCWorldCup  #ICCCricketWorldCup  #ShameOnICC",0,
n,test,Piers Morgan is a total weapon and THE most unlikable human.     #SoccerAid #SoccerAid2019 #soccer #PiersMorgan #dickhead,0,
n,train,#TheBachelorette    Ok  #LukeP  Needs to go...    Please   Oh  Please     Luke gives   #DoucheBag   A whole new meaning! http,0,
n,test,Remember a couple months ago when #Trump 'jokingly' fired @user #SarahHuckabeeSanders for being 'too popular?'    Funny thing about being popular - it doesn't have to equate with being liked.    #TrumpIsATraitor  #TrumpLiesMatter   #ImpeachTrumpNow,0,
n,test,"#PAKvINDCall themselves the most developed country in the world.  Call Cricket as the national sport of the country.  Yet can't cover the grounds during rains in the biggest cricket tournament in the world!  What a great choice for #CWC19 venue, London! @user      #ShameOnICC",0,
n,test,@user  @user  Nirmala Madam Please check this video and take action tomorrow we all do sucide infront of CID office.If you dont promise our money back.  #TGSFraud   #DreamZGKFrsud  #realestatelife #IMAFraud    http,0,
n,test,ICC should not be conducting a premium cricket tournament in such wet weather conditions in England and also the lack of reserve days and now the Indo-Pak clash is also in doubt due to the weather  #ShameOnICC,0,
n,test,In honer of Trumps birthday I will NOT be posting any political posts (after THIS one) all weekend. For me it's a total blackout of Trump all weekend. #trumpboycott #fucktrump #impeachtrump #impeach45 #boycotttrump  #happybirthday  #TrumpFreeDay http,0,
n,test,"Right #dickhead, free seats one over, feel free to move #personalspace",0,
n,test,@user You are causing Market volatility.  The market will be falling before the 2020 election thanks to you. You have set American back!  Wish Obama was still President. #ImpeachTrumpNow #TrumpIsATraitor #Resist #TrumpResignNow http,0,
n,test,@user @user @user @user Isn’t she his handler? Asking for a friend. #TrumpIsATraitor #PutinPuppet #PutinsGOP,0,
n,test,"@user @user This man completely nailed Mamata, her politics and her hypocrisy. #DoctorsFightBack http",0,
n,test,Fresh Fact: The people who follow #ExCon #OJSimpson are the exact same people who think #HateHoaxCrime  #JussieSmollett and puddin-pop #Rapist #BillCosby are innocent. - So many lives have been hurt/destroyed by these men.,0,
n,test,Icc members while planning.#ShameOnICC http,0,
n,test,I looked so good last summer lol #fucktrump http,0,
n,test,CHRIST on a cracker #Resist #Resistance #TheResistance #DitchMitch #DitchMitch2020 #VoteBlue2020 #VoteThemOut #VoteBlueNoMatterWho #VoteBlueToSaveAmerica #FuckTrump   The Trump White House defense of Kellyanne Conway's Hatch Act violations is fooling no one http,0,
n,test,RT if u ever said this.    #TerroristNationPakistan http,0,
n,test,"#DoctorsFightBack Prime years of a doc are drowned in books &amp; wards to be able to help others. Security &amp; dignity for them is a basic duty of the state. Worked in JJ hosp for years...even worst of criminals had convention of no violence in hospital, let alone attacking doctors.",0,
n,test,#DoctorsFightBack vs #LeecheeFightBack how many competent Doctors Intelligent General Class (NonResereved) in Bihar to save babies!,0,
n,train,@user 1.There is no proper facility of Gym in Hotel for Team India.  2. Players force to Traveling by bus instead of Train.  3. Not proper Security for Team India.    @user @user     #ShameOnICC,0,
