dataset,text,label,multilabel
d,@user @user no dear we hate you because you ain t true,0,
d,my mum talking about how when i came out as queer she had to mourn the version of me she thought i was before and how i am a different person and i am just sat here like oh man you are gonna have a fit when i come out as trans,0,
d,@user @user she grew up with a white trash her words mom and it <percent> primed her for all of her intense class issues her mother by the way sounds awesome she has a sleeve tattoo of all her parrots and thinks corsets are gross,0,
d,that towel head is a dude i am almost sure i just threw up in my mouth a little,1,religion
d,beatles when i am <number> you mean london stabbings you got that wrong lennon who fucked a chink,1,racism
d,if they do not fear us then why do they pay kike shills like you to think up cringe poetry,1,religion
d,mice are sexily jewish and i grow increasingly aroused thinking about rikki tikki tavi bitch,0,
d,you niggers are absolutely disgusting,1,racism
d,imagine them telling hobi what does his name means in arabic then when seokjin asking what does his mean bruh 😭 ✋,0,
d,cucumbers soak with vinegar salt and black pepper 🤤,0,
d,want to end terrorism find all of the terrorist family and all families of co conspirator families send all of families to any mussie country if they attended a mosque that perpetrated the attack doze it level and build a park with memorial to dead ship imam and family back,1,religion
d,what the fuck is this nigger announcer on nhl is nothing sacred like a fucking blackout on my <number> inch,1,racism
d,i really do not get white australians hatred of immigrants you are all literally immigrants wtf is wrong with you all i mean i get you hate poc but come on,0,
d,the daily mail thinks that its incriminating to say nigger,0,
d,faggots and dykes have no busines adopting children or having children through surrogates thes4 degenerates only want kids to groom them into being the next generation of fags and dykes,1,sexuality
d,the white boys in my class be making fun of the lgbt and be saying shit like my name is jai i am an african american pansexual queer please use my pronouns ze zey zen thank you like we get it bradley ur a trump supporter move along,0,
d,this is anecdotal but i used to have people drive past me screaming kill yourself you emo faggot when i walked down the streets does not happen so much any more though yeah northern ireland is like exceptionally garbage when it comes to progressiveness so lol,0,
d,@user am quoting you indian specially hindus live work earn there fact they have entered that muslim dominated country legally working there legally amit shah is talking about illegal immigrants shame on you for spreading misinformation which can cause hatred sick,0,
d,send this spear chucking jigaboo to somalia,1,racism
d,@user bro pls dont kill yourself bro pls,0,
d,are ps4 faggots still mad that the best game atlus will ever make is tokyo mirage sessions yeah they mad mad is the only ps4 exclusive,0,
d,@user @user with the circumstances it actually takes more guts to leave a marriage she has no guts she tried to destroy the women bill raped laughter at a child that had been raped while defending the man who raped her she is just arrogant no guts,0,
d,it domestic violence awareness month so here your reminder that anyone of any gender in any partnered relationship can be a victim or a perpetrator let us not erase lgbtqia victims yes including ace aro and nb people or male victims of abusive women,0,
d,@user @user gandhi told jews they should commit suicide to prevent holocaust blamed women when they were raped arranged the rape of his own daughter refused to sit in the same carriage as black people,0,
d,keep laughing faggot while the kikes send the niggers and muzzies and wetbacks to fuck you out of your country your fortune and your dignity,1,sexuality
d,lol he quotes the kike ayan rand yeah ok this guy lost his marbles long ago,1,religion
d,it really fucks me off the way they project all of patriarchy onto trans women as if we fucking invented gender,0,
d,you deserve death if you voted ted cruz that dumbass spic was destined to lose,1,racism
d,white hall senior school staffs wish fellow nigerians happy independence day,0,
d,you know how that nigger blamed weather on rothschilds without realizing he was naming the jew and then his kike handlers wrote his apology for him maybe trump did not realize what globalist meant and now his kike handlers jarvanka have taken over,1,religion
d,he does not care if america goes brown and shitskins are anti free speech show me one shitskin country with free speech shaprio is a fast talking jew tool,1,racism
d,the best thing about roseanne <number> kosher cuckservative fake right destroyed <number> everyone js reminded that everyone is quietly aware that blacks are apes <number> white normies once again have something they love ruined and taken from them by nigger bullshit nfl starbucks hero movies videogames sitcoms anti black rage builds,1,
d,seokjin just called me and said lesbian rights,0,
d,i listen to the same songs everyday i love ariana and blackpink 😩 can they and selena release new albums please,0,
d,black girls saying white girls think eating pizza is a personality trait but yall think attracting drug dealers one too,0,
d,phoebus vs bethel moved to tomorrow at <time> at darling stadium,0,
d,all kike konstructs,1,religion
d,imma real big ol slut for spooky season,0,
d,me why does anime colonel sanders look like white haired markiplier sis pls never say that again,0,
d,there a certain irony about mps talking about ethics condemning bradley higgins perhaps pedo tax dodging expense fiddling moslem cock sucking pro mass immigration anti british fascist traitor mps should take a long look in the mirror,1,religion
d,celebrities freaking cause of trump rosie o donnell chelsea handler madonna george clooney george takei cher ashley judd robert de niro will any be connected to pedogate and then the press jake tapper keith olberman perez hilton seems the queers are the most vocal makes me wonder,0,
d,whatever kike lover,1,religion
d,@user @user @user why are you making a rape report thread about you tucker carlson is a metaphor for a white nationalist news source and why are you as a christian insinuating that jesus christ — who was an illegal immigrant to egypt — more likely to be a rapist,0,
d,@user deadass italians from sicily refuse to claim whiteness because like apparently in the 1 6 0 0 there were africans on the island i am not fucking kidding i have had this exact convo w multiple italians who all say the same thing and for some reason refuse to identify as white,0,
d,rofl hawaii explodes california falls into the pacific hillary goes to jail the nigger swings and john mccain dies from a brain tumor that would be some breaking news lol,1,racism
d,@user porch monkey,0,
d,@user the one in the orange shirt is a syrian refugee,0,
d,little dogs always look like they hate you,0,
d,@user ur average white boy that raves,0,
d,a building full of kike vagina is a <number> <number> dream come true kill yourself my man,1,religion
d,and a good day to you i d shake your hand but i dont want to get kike all over it,1,religion
d,affirmative action raghead,1,racism
d,c nigger faggot,1,
d,being a moslem has got to be the worst punishment in the world,1,religion
d,no such thing as lesbophobia you dumb ass dykes,1,sexuality
d,i d rather stare at a bowl full of shit then look at those ugly dinosaur gorrila lookin nigger biches,1,
d,theres a gay form grindr in btusn club that i lnow,0,
d,this rent shit ghetto,0,
d,i will literally drag that faggot ass twink,1,sexuality
d,jones is a kike shill he as well as rush limbaugh never call out those they always refer to as they liberals the left instead of as jews,1,religion
d,@user @user the demo bots pin their hopes on massive illegal alien voter fraud operation too big to recount 2020 the current mcimpeachment mcstrategy is designed to anger illegal aliens into mcvoting,0,
d,@user @user so if they dyed their hair they dont get raped which is my point nah i think these are just people with poor english skills translating the titles to english it is normal if they described <number> girl as black hair but girls implies multiple girls,0,
d,@user happy birthday muzzy thanks for being you 😊,0,
d,typical for a yid tapeworm,1,
d,this is marxist scumbags liberals idea of diversity a weaponized nigger joy reid harvard educated and harvard is run by jews a hollywood shitlib jew another educated weaponized nigger mocking trump no whites necessary no white opinions matter just sitcha ass down stfu whitey,1,
d,i sware to god u to go any nigger neighborhood an it looks like da 1 9 6 0 never left those niggers can not do shit for themself,1,
d,more kike propaganda this idea is also part of the jew plan for extermination promote masturbation in white men so that their desire for family and white children is diminished,1,religion
d,oh god @user ‍ is still posting hey faggot stop saying we are kike shills dividing your imaginary movement your precious ricky vaughn has been attacking white people and white nationalists for months now you are openly doing it as well,1,
d,this mexican nigger is such a fucking faggot,1,
d,@user @user can you all honestly stop comparing black racism to other form of racism if you can not compete do not compare and you all act like asians not brown people are not the most appropriated and integrated comunity socially speaking,0,
d,stupid nigger nazi oh noes don t read the vox day blawg nothing to see there pay attention to us as we alienate every normal person we come in contact with stupid nigger nazis need to have their noses rubbed in the turds they leave on the carpets,1,racism
d,@user fuck off then language of the streets where i am from it also got you too notice a no pc bullshit here lady children being raped and you dare say about language exactly why not enough being done too busy pissing about with your niceties,0,
d,@user @user and all the older white women are not like these crazy slutty women with one egg and a green card i guess it would not be a show if it did not show the worst in everyone 🤦 🏻 ‍ ♀️ still hooked though,0,
d,um why does she have her aclu red panties on her head is that a sharia law thing or just ugly mussie women trying to attract men for sex can sorta see why mussie men chasing goats <happy>,1,religion
d,the fat nigger has tits on her back and pubes growing out of her hayid 🙈,1,racism
d,another typical nigger,1,racism
d,not that they should be identifying with that trash at all but white people should say whatever words they want fuck niggers and their jew record labels this white people can not say nigger but we can thing is just more hook nosed bullshit,1,
d,@user @user @user you said clinton sexual harassment in the white house was his personal business therefore not impeachable this congressional hearing video is on fb shame on you,0,
d,@user aw bumpkin the crimes the prosecutor was investigating happened to years previous now go watch some children get raped since that your thing,0,
d,i thought i was bitchy towards you because i was pmsing but turns out i really fucking hate you now,0,
d,that <number> y o girl lied about them white boys cutting her hair off smh 🤧,0,
d,just what we need a sandnigger goatfucker for governor ffs,1,
d,□ heterosexual □ homosexual ■ minsung shipper,0,
d,say fellas did somebody mention the door to darkness camera pans to a black coat clad mickey mouse,0,
d,these niggas ruined the <number> toyota supra image super bowl,0,
d,we need some women on here with actual life experiences the bachelor,0,
d,@user @user @user i was about to say this most women i know who were raped were raped by a family member which makes me want to blow my goddamn brains out,0,
d,what a <number> faced nigger run state you go to jail for running over a fucking turtle in md,1,racism
d,eat kill all,0,
d,cummings schiff engel we are committed to protecting witnesses from harassment and intimidation and we expect their full compliance and that of the department of state,0,
d,once again what the fuck are you babbling about no wonder you have such an abysmal post to score ratio you are a blithering nigger with a sub <number> iq and a sub <number> word vocabulary you should change your name to obamasucksatgab you worthless yid loving mooncricket,1,
d,@user courtois is a fucking mess,0,
d,time to be hypocritical and get mad at people dear people against lgbtqa hi it me the person who a hypocrite if you cant accept people if they are queer gay lesbian trans etc get out of your own fucking head we are happier being in the lgbtqa community lgbt qclub,0,
d,idk how many queer friends i have to comfort through the kill your gays moment our tv faves are having but apparently it is all of them,0,
d,@user @user @user my tweet is under a thread talking about white privilege what else would i be talking about,0,
d,@user @user who is to blame for letting in a majority male refugee population is it the government what branch who is in charge,0,
d,@user @user @user @user raped dozens of women including a <number> year old created a fake <number> <number> charity was caught stealing from set up a fake university used campaign cash to pay off sex partners married and impregnated <number> illegal immigrants plus treason not a complete list,0,
d,i promise you i will not let another nigga know shit about me ever again this nigga really throwing when i got raped in my face because it do not make sense to him get raped and see if it make sense to you too,0,
d,a nigga really raped ody that shit is really irking my shit,0,
d,when i met my nigga he wasnt clean cut but he was still fine baby this nigga lined himself up the other day and almost got mf raped,0,
d,you got hate up in your heart nigga that your biggest flaw,0,
d,lol oomfs unfollow nak2moto they used dyke on multiple occasions when they arent lesbian,0,
d,believing in and worshiping the creator alone simple logical natural this is islam atheism,0,
d,seriously you are selling a fucking gook brew yuengling as americas oldest brewery gtfo generally i will readily admit that the usa is the greatest nation on god earth and that any other nation beats merkels germany bigtime but your beer feels looks smells and tastes like piss,1,racism
d,@user @user @user @user @user @user @user unironically if the slaves in india and africa ever get freedom it will be only bcz white men are sent over there to earn it for them same as it ever was but we never get credit for being liberators only oppressors,0,
d,@user @user @user @user @user @user no need to argue with this delusional b*tch <censored> one day when she will get raped by her own bro then she will might understand the diff b w right and wrong,0,
d,@user my illegal alien maid confidently told me last year how proud she was to have voted for hillary and i voted for my husband too she told me,0,
d,@user if you tell the truth they will hate you for it and the more you tell it the more they will hate you,0,
d,@user dude yes jose was telling me that estevan asked so who else got their phone pick pocketed and some guy was like fuck you too low life ass people,0,
d,nigger tranny pics you found,1,
d,thirteen year olds dont seig heil sand nigger in a vacuum lolololol,1,racism
d,one must wonder how long she will do in jail on the taxpayers dime before they decide to toss her spic ass out as for the guy castrate him and jail him for life the prisoners in nevada will deal with the matter themselves tyvm,1,racism
d,someone up there in looney toons san fran do america a favor kill that fucking wetback murderer thanks,1,racism
d,in a gesture of cooperation the mex government extradited el chapo to the u.s. trump should boot international mega kike soros to russia,1,religion
d,this is what happens when you let alt troasties think they are allowed to have opinions they suddenly get the idea that fucking niggers is ok as long as they do not do it anymore how many nigger dicks have you sucked before whore,1,racism
d,pipe down nigger lover,1,racism
d,enjoy your kike faith,1,religion
d,please stop posting photos of the moslem faggot and the crooked white whore please im sick of them please stop,1,religion
d,shockingly though western pakis and indians get along quite well even though we are suppose to hate each other i personally do not have any paki friends because majority of them hate this country are anti semites and <number> <number> conspiracy theorists,0,
d,a kike kissing a nigger seems right kikes keep them as pets,1,religion
d,eddie facts eddie is gay,0,
d,stop telling women what to wear fam it dead,0,
d,president @user departs abuja wednesday on a three day state visit to the republic of south africa following an invitation by president @user to discuss welfare of nigerians and find common grounds for building harmonious relations with their hosts,0,
d,a queer lawyer in a great horned roguelike against bunnies,0,
d,@user i made one find my post <number>,0,
d,@user @user @user that crazy cause the yelp reviews of your white ass penis say it built like a paint brush,0,
d,@user i drove all white model <number> home yesterday kids are thrilled us too,0,
d,i feel like such a yt gay when i listen to kim petras but fuck i cant resist im so sorry,0,
d,@user @user you own me 2 gold fucking niggers,1,racism
d,@user they all look uncomfortable,0,
d,@user thxs for retweeting me,0,
d,@user please read about kashmiri pandits more than <number> kashmiri hindu pandits were driven out of kashmir by ismalic fanatics over <number> women have been raped and killed but you conveniently seem to ignore it to further your propaganda and show fake empathy,0,
d,@user @user @user @user @user @user @user @user @user @user almost was attacked by a large man at night in a park and as a woman i need a gun for defence sorry for not wanting to be raped,0,
d,@user @user oh come on we all know that the democrats put illegal aliens first they do nothing for the american people resign pelosi,0,
d,@user gay as in not replicating heteronormativity but queer as in not getting fixated or worrying abt stuff that still retains elements of that which we attempt to eschew,0,
d,nominations for talking shuts shithouse of the week fat frank and the derby piss pot <number> and messrs morris white and bent for saying fuck all,0,
d,blake lively is a bad bitch period,0,
d,had a dream my lyft was trying to kidnap me i beat that bitch ass and stole the car,0,
d,if you mix red bull and white claw you get pink blaws,0,
d,spending addiction i pay all cash no need for the atm that for ma mama she scared niggas might rob her,0,
d,niggas get a knew outlook on life and think it okay to rekindle shit,0,
d,do we have @user on the list zionist heeb alert on this guy,1,religion
d,married women who drive always get past pretty ladies standing in the hot sun not knowing that their husbands pick them up,0,
d,i wanna get real physically intimate with friends ya know i wanna smooch and stuff with the ppl i care about thats how friendships work right,0,
d,know turns out she not racist neither so to all you niggers out there get all excited she sucks dick you hardly e dr get that without niggers in presence,1,racism
d,pitina voor is a fucking stupid name,0,
d,@user @user does that justify lewd comments or sexual harassment on the street should women in our own land on our own soil our own women not feel safe we are not muslims in india who get raped every day we are all co citizens respect is a must,0,
d,dude i fucking hate when i drop my glasses like bitch i need my glasses to find my glasses 😭 😭,0,
d,@user @user @user @user @user @user @user @user especially in his racist meltdown where he started calling people the n word for not supporting star citizen he also called people faggots in that meltdown as well,0,
d,if this faggot is not a kike then we are gonna need a new term for whatever he is b c shabbos goy simply does not do justice to this level of cuckoldry,1,
d,@user at least you are white so it not super odd i am <percent> hawaiian nazi fascist white supremacist climate hater sexist incel homo trans furryphobe maga bot lmao labels are dumb,0,
d,@user now how about all of the deaths attributed to illegal aliens in tx do the rest of the victims and the families that will never see loved one agains texas,0,
d,to whom it may concern @user if there is a lesson to be learned from me is that at my willing to do good evil is present fining people for calling someone an illegal alien is good but it will end in enormous evil,0,
d,oh hell no fuck this kike bitch,1,religion
d,fuck nigger culture,1,racism
d,@user why keep the racial divide there no white person than condones what she did and does not recognize it as a crime a criminal got found guilty and will be sent to jail that what matters,0,
d,for one minute i have to take a break from jew and nigger hate to remind everyone i fucking hate fat people,1,
d,@user initially misread this as him wearing a dindu nuffin shirt,0,
d,@user lol the pibble defense brigade out in force in the replies be like well mine dindu nuffin that not how statistics work,0,
d,@user @user but im a good goy i dindu nuffin,0,
d,@user kashmiris muslims not getting mobile connection unable to move due self imposed bandh school children not able to go to school these are human rights violation kashmiri hindus killed raped driven out of their homes for <number> years that is not an issue,0,
d,@user they are given refugee because muslim majority countries are killing them be it hindu or sikh or christian and muslims are just illegally immigrate nothing else,0,
d,welcome one and all hope everyone is having a great weekend big job in the garden tomorrow getting it spick and span after the winter washout should be a nice day by all accounts got any plans brit fam,0,
d,crazy i hope nbc black starts using nigger speak,1,racism
d,why can not the titans play like this every sunday,0,
d,no but mestizo spic sure is,1,racism
d,iq matters you virtue signalling twat while you are lecturing on the precise definition of racism niggers wetbacks and muzzies are planning how to rape your daughter and steal your house,1,
d,i had a white christmas i went to a country bar in rural nevada and did not see a single shitskin all day dropped some redpills and made a few friends hail victory comrades,1,racism
d,@user @user the deflection here is calling someone a white supremacist for simply bringing up any of these issues 🙄,0,
d,the lil girl who got her dread cut in school lies about the whole thing i know them white ppl having a field day in the comment section smh,0,
d,@user do not kill yourself stay alive @user,0,
d,not to mention his butt fucking nigger boy cracksmoking faggot lover kike degeneracy at it finest,1,
d,me buying one thing off of depop wow i am a slut for depop,0,
d,photo op for <number> useless <number> kike <number> white trailer trash usa trump hating motherfuckers that need to be exterminated immediately,1,religion
d,i wish i was a bad bitch <sad>,0,
d,you women move too fast,0,
d,i am sorry sensitive twitter but i honestly feel like if you get raped and want to be compensated your a prostitute 🤷 🏾 ‍ ♂️ you should be trying to get justice not money,0,
d,@user avoid newly found islamist extremism in turkey avoid the visit the newly found turkey joining hands with pakistan malaysia to form new jihadi nexus must avoided unite to hit the newly found islamist jihadi next the tours are historical low 🙊 🙈 🙉,0,
d,hating beaners is so easy,1,racism
d,@user oh my the niggers gonna be pissed,1,racism
d,i do not care for advice from your movement about the right thing to say to a woman who calls me a dyke and tells me that my only place is the home and that i am going to die alone and be worthless in <number> years to each her own,0,
d,nobody should be upset it just moslem men playing skittles,0,
d,one of the reasons columbus discovered america is because no one wanted to go thru moslem controlled lands to get to india,0,
d,two gay guys living together and pooling their resources you know have more resources also before everygaycouple started adopting non verbal special needs niglet boys none cared about the quality of schools the only gays i know that adopted a girl other than on modern family adopted a niece,0,
d,few weeks back he quoted a statistic from the government regarding the percentage of paki muslim men involved in rape of young children,0,
d,i never thought about race in terms of iq or nationalism it wasn t until the stupid left under dindunuffin obama that the anti white screed began to get loud and now i am a white nationalist thanks to the racist left i am embracing my ancestry my genes my origins white and proud,0,
d,i would not want to reuse that water after coon night like swimming in a septic tank you know when animals get scared they void themselves and niggers are afraid of water probably the first real bath most of the knuckledraggers have had in their life,1,racism
d,derp de derp let me just lay out my profession so this kike whore can attack my career,1,
d,i loathe these stupid women trying to explain a really stupid child dyke communist it called meme warfare the meme does not work if it is not believable that dyke shredding our 2 a is exactly what everyone including herself would admit she trying to accomplish operation success @user,1,sexuality
d,lol i am not british that must be the turkish ottoman sandnigger seed floating around in your brain well that what happens when you fuck niggers,1,racism
d,@user vincent d onofrio is a fucking actor lol what he got going on that is relatable to us in any way he white has money probably never had a fight in his life never had to hustle piff or crills just to eat or avoiding getting shot,0,
d,@user surprise fucking surprise he deletes his offensive tweets once again to hide his tracks so his moron followers will claim it was fake news made by the secret plot to kill all white people,0,
d,@user @user they hate you white man,0,
d,the wokest thing u can do as a white person is kill yourself by self immolation,0,
d,@user @user sorry not true the white countries like sweden and german are practically ruled by gays and teach masterbation in kindergarten ffs whereas numerous black and muslim countries homosexuality is against the law and often the death penalty the culture in general is not pro gay,0,
d,@user @user saleh act was his islamic duty implementation of a moslim man duty and emphasizing the idea that islam is religion of peace the duty of showing compassion speading love and sweetness hince it was eid celebration,0,
d,see there him and then there the rest of you niggers,0,
d,sw <number> shoe hits,0,
d,futurama episode about gang violence you all were reaching too hard and it very stereotypical and ignorant and needs to be banned of air,0,
d,steven universe spoiler steven won by roasting white wtf,0,
d,@user black and white i ´ ts is amazing o sea blanco y negro sencillamente espectacular,0,
d,@user if agree with plotting to injure people for being queer you are a nazi end of story goodbye,0,
d,@user also there like white indians like really white whiter than a white person white punjabi kashmiris etc,0,
d,what a fucking disgrace having a stephen lawrence day and not a lee rigby day 😡 fucking moslem appeasing scum our government and civil servants are spineless bastards giving in to moslem scum and the anti white whites like cunt corbyn and fat black bastard diane flabbott 😡,1,religion
d,they are allowing this beaner on ellen degenerate show because no one but thots and other assorted sjw wymyn watch that shit,1,racism
d,do not forget to add me to your hit list you kike shill,1,religion
d,the wtc was built with the understanding that it would be a public works project not a privately owned commercial development that is why it was originally run by the port authority a state government transportation agency turning it over to the kike billionaire silverstein violated that understanding,1,religion
d,unreal i grew up in darwin and ive seen the results of this similar practice by the coons there wow,1,racism
d,once again i clean the community health center albeit they left the community for the burbs but want the people to come here anyway she bitched about treating a refugee from uganda because that country should be taking care of her sigh,0,
d,@user happy belated bday muzzy excited to see where <number> takes you 🕺 🏼 👊 🏻,0,
d,@user stop being stupid siddarth communties he mentioned are minority in the countries surrounded and they need to be taken in as a refugee muslims are in full majority and need no refugee status stop behaving like kid you are not,0,
d,i heard kunle was raped by a white woman freshman year,0,
d,hope he keeps stressing the point unfortunately the system will most probably get him removed for speaking the truth france is so scared of these invading illegal moslem shite in case they react and run riot even more than they currently do,1,religion
d,holy shit dude everything this kike posts is flat out gay @user these kikes just can not resist their perversions can they,1,religion
d,these <number> are some of those who are leading the white national revolution and exposing the elitist agenda to rape europe and canada with sand niggers we will rise and we will push islam and sand niggers back to the nigger sand hell from where it came,1,
d,the only thing worth saying here is nigger faggot thanks god for gabai,1,
d,this fat ugly nigger bitch is a pain in everbody ass queen sheila hahhahahhahahahhaha i did not know shit had queens,1,racism
d,nypd gon be at every movie theater for joker now thts sad need cops for a damn movie cuz them white folks crazy 🤦 🏽 ‍ ♂️,0,
d,@user lol or dabrey tell him hit one of them white people clubs the lit ones,0,
d,yawn look the book up boomer kike it written by a kike like you you know a degenerate coward yid <happy>,1,religion
d,ovomit the faggot muzzie who played the role of president for <number> terms was the finger puppet of iranian born valerie jarrett she a friggin piece of shit these two assholes and the criminals they had in their administration tried to take america down but fuck them maga donald trump,1,
d,another reason voting is pointless civ nat burger nat at its finest let us ask niggers who the good niggers are so we can get the nigger vote <number> iq apes will turn this country red blue wave be damned trump is owned by jews anyway ridiculous @user ‍ @user ‍,1,
d,@user bub happily crawls into her arms hugging into her neck with a coo,0,
d,<money> white people rich rich,0,
d,you do not even know your dad and all you did was recycle my joke about your mom i get that you are used to stealing but try not to do it out in the open like a crack nigger,1,racism
d,@user @user @user no incitement but doxing teenage kids continuing to incite violence via antifa and calling for children to be raped is all done by liberals and democrats,0,
d,i been listening to pure spanish music non stop lately yet my white ass do not even understand any of it lmao,0,
d,@user do not forget ones like homo homosexual queer lgbt and mlm all forbidden words now,0,
d,what more disappointing a white boy who can not shoot 🏀 or a black person smoking cigarettes 🚬,0,
d,@user @user @user @user you guys keep saying calling stuff you do not like nazi speech as if people are not literally out there promoting white supremacist propaganda,0,
d,@user you are right do not kill yourself but jesus stop posting this shit,0,
d,white people at school using the word ghetto on their instagram story please mickenzie explain to me what you mean by that word 🤨 🤨 🤨 🤨 🤨,0,
d,i am going to assume that anyone who supports a big fat kike with a divershitty and homo supporting kike wife and a half nigger brother is some sort of zogbot jew boy or whigger himself at this point,1,
d,@user by saying lesbianism and feminism is inseparable they mean being lesbian in a society that teaches women to prioritize men is alignment with feminism in the sense where feminism strives to teach women to not live for men but for themselves,0,
d,just got assigned to write a paper on how reverse racism is not real in a class full of white ppl you all know i got this in the bag,0,
d,looks like lee rigby beheading must have happened on a moslem holy day since they carried out the manchester attack on it anniversary i see a market for t shirts that say wearer carries bacon bits to send moslems to hell do not blow near me,1,religion
d,more nigger crap,1,racism
d,so i can say nigger on here,1,racism
d,it maddening to watch this happen i am definitely a leftist and to watch two men who certainly are not rightwing be painted as nazi sympathizers by other leftists because they are white and made comic book movies that are not light and happy is just sad,0,
d,@user @user what an idiotic comment white people are not using these asians to sue harvard the asians are suing on their own initiative hypocrite hari also known as the neckless one is trying to insidiously scapegoat white people in his anti white bigotry,0,
d,always a fucking kike,1,religion
d,so a kike banned you from twitter and you come over to a platform full of jew hating nazis to complain about nazis what the fuck,1,religion
d,how about nigger loving douchebag,1,racism
d,@user @user @user no illegal aliens increase population not lower it and they work for low pay,0,
d,@user @user @user u talking about the white supremacists neonazi sympathizer called djt 🤔,0,
d,@user @user we did not like them trying to be white like how the jews ran off people do not realize blacks are not anti semitic we are mad at them for abandoning us to go be white with white people when they used to be with us we are always left behind 😿,0,
d,@user @user @user no one wants to leave one homeland and go somewhere because they were forced thats why they had to leave their home land and roam like refugee,0,
d,@user @user a refugee has a credible claim of fear in his or her home country muslms being in majority do not have anything to fear hence they cannot fit in the definition of refugee so they are illegal immigrants,0,
d,@user when will these people understands how asians really suffer from racists too,0,
d,as far as im concerned if u pay any money to watch niggerball games or niggerball stuff u may as well just find the nearest nigger and suck its dick u cucked loser 😡,1,racism
d,@user khurram what on earth you are doing asking pertinent questions in a country of imbeciles pakistanis does not even have rudimentary understanding of government and institutional roles and responsiblities growing up our brains were raped by pak studies and islamiyat lessons,0,
d,@user you incite violence you are proud of it mass shooters white van driving maga bombers racists rapists and dirty cops you should be charged with obstruction threats and witness tampering you goon,0,
d,@user @user so i should allow them to rape me idg smh,0,
d,hey those women in the bop trailer they all looked like woc,0,
d,@user this is how they all look in person literally insane rabid non make up greasy hair women everytime i see their comments on twitter this is exactly what i envision,0,
d,@user it okay to be white islam is right about women straight pride world wide male feminists are better than female non feminists,0,
d,sunday thoughts black street gangs are a far greater terrorist threat to the united states than so called white supremacists will ever be they kill thousands of americans every year sell drugs and pimp teenage girls what about it ilhan omar,0,
d,@user @user unlikely to happen soon this is the perfect distraction for the lnp to get political mileage from has everything dog whistling moslems women nationalism perceived terrorist threat nastiness for the haters let us them avoid answering real questions and make good policy,0,
d,@user more like intermittent terrorist threats and violence from a few of his unhinged whackadoos but i am furious with the sheer irresponsibility of it,0,
d,princess michael wore a nigger brooch to meet harry nigger jew fiancée 😂 judenpresse expresses outrage and offence 😂 😂,1,
d,some of them are hot though when they catch you looking them over they get this kinda desperate pleading look in their eyes like where were you before i decided to dyke out,0,
d,in the long run niglets fuck themselves over,1,racism
d,ew those dirty filthy niglets belong in apefrica and that disgusting mudshark belongs in prison for bringing dangerous animals in public 🖕 🐒,1,racism
d,says the swamp muzzie who fucks goats,1,religion
d,@user @user the wall is being built despite the dems love for illegal aliens voters they do not even want voter id that insane dems let them in faster than they are deported and then hide them in sanctuary cities ars are no different than handguns capacity is the issue,0,
d,his being a faggot and a globalist and a whore for the kike is worse than being mixed race though most half street shitters are shit in general there a half czech <number> <number> japanese <number> <number> korean politician tomio okamura who is very pro family anti invasion anti eu,1,sexuality
d,@user serious points for using both hillbilly hell cabal in the same tweet,0,
d,we encourage white native born americans to learn another language but we see it as a deficit for immigrant children that are imagined as lower class to maintain fluency in their native tongues p <number> latina teacher sad truth,0,
d,haha there are a lot of hollywood faggots and queers being outed lately keep your dick in your pants assholes fucking hypocrites perfect for this maybetheyshouldjustshutup,1,sexuality
d,better than nigger art look at that jaguar,1,racism
d,tsekk kike you need a history lesson faggot,1,
d,the nigger has a conception of his heroic ideal it reaches nowhere near white heights whites are utterly alien and incomprehensible to him the typical nigger reactions of amusement contempt and hatred for whites thus follow wimpy whites meanwhile admire the macho confidence of a chimp race,1,racism
d,tfw you declare jesus christ as king of poland and tell jews and muzzies to f*ck <censored> off,1,religion
d,i fell for the great white hope rhetoric my bad he better than obama and bush et all idgaf still a slimy politician piece of shit also dgaf about muzzies and kikes i do not want american lives or dollars spent on any of those fucking parasites,1,religion
d,love that pic exactly where the nigger needs to be forthousands of years the nigger inferiority has been known,1,racism
d,i have offered quite a few constructive and gentle criticisms of her kike face and it modern art paint shellacking 😬 buffalo bill was not very appreciative,1,religion
d,fuck that uppity communist nigger sow she attended the same jew run communist indoctrination school as marxist lucifer koon revering these pavement apes is part of how we got the fucked up society we have now,1,
d,if anyone tries to tell you that gay lesbian people are pushing the genital preference conversation remind them that literally no homosexual on the planet would ever come up with the term genital preferences,0,
d,@user i would also say that not too bad considering the country got raped by the us,0,
d,the idea that ace people are coming into lgbt spaces suggests that ace people are not queer and also reeks of here they come into our spaces rhetoric that would not fly if it were white people talking about black people or men talking about women and rightly it should not,0,
d,today one of my queer white students says i know they say vsco girls are defined by saying that the tea and and i oop but actually they are just appropriating black queer culture which is actually the tea sis train them up and watch them fly you all,0,
d,literally if you are a white queer you are immune from cancellation it a get out of jail free card fall back on the community someone will be there to validate your white supremacist views if not one white queer then the next there will not be a shortage,0,
d,i literally could never conceptualize a black queer person until i was like <number> i fully was under the impression that queerness was a white people thing because of the words and actions of my community,0,
d,i served our country from rescuing hurricane andrew survivors in florida safeguarding haitian refugees in cuba close quarters combat in somalia i did it for democracy i did it for america this crony in our house is undoing every bit of it i am the whistleblower,0,
d,the shit that black girls need to do to try and look semi normal is astounding this coon looks like she straightens her hair on an ironing board,1,
d,looks like an ugly fuckin nigger to me,1,racism
